task_name,num,dataset_id,error_rate,m,n,anomaly,missing,format,knowledge,cleaning_method,multi_wasserstein,outlier_ratio_rep,mean_col1,var_col1,normal_p_col1,mean_col2,var_col2,normal_p_col2,mean_col3,var_col3,normal_p_col3,kl_numeric_avg,corr_avg,corr_max,cat_kl_avg
rayyan,3,54,18.71818181818182,12,1000,2.5,0.0,0.0,2.5,bigdansing,241.88212566767737,0.067,68.93051631870168,1017550.2695392142,0.0,75.00180780878331,96424.02949232419,0.0,544010.2280127269,363174092779.854,4.219029416389159e-41,0.0017193215155183082,0.05909064331732708,0.16357243986964018,0.1534906218894681
rayyan,3,54,18.71818181818182,12,1000,2.5,0.0,0.0,2.5,boostclean,5.9405697400751745,0.069,41.67162773804831,240919.8978249721,0.0,73.2317611624985,44647.03716626638,0.0,602517.1861876023,368907013036.32166,7.503953276459395e-42,-0.0006663303584352985,0.17280000047624922,0.4260982935560579,-0.04316885816450524
rayyan,3,54,18.71818181818182,12,1000,2.5,0.0,0.0,2.5,holoclean,0.0,0.068,69.54043736891884,1017591.6645259251,0.0,80.65329827123085,99165.08291629243,0.0,602517.1861876023,368907013036.3216,7.503953276459395e-42,0.0,0.06529754955108547,0.15995067297172916,0.9125912518940946
rayyan,3,54,18.71818181818182,12,1000,2.5,0.0,0.0,2.5,horizon,0.0047007538663579925,0.068,69.54043736891884,1017591.6645259251,0.0,80.65329827123085,99165.08291629243,0.0,602517.1861876023,368907013036.3216,7.503953276459395e-42,0.0,0.06529754955108547,0.15995067297172916,0.15716697691507406
rayyan,3,54,18.71818181818182,12,1000,2.5,0.0,0.0,2.5,scared,2.2127476271125417,0.067,64.95943736891886,997603.1569445183,0.0,80.13629827123086,99196.48353832691,0.0,602517.1861876023,368907013036.3216,7.503953276459395e-42,-0.00033316577300221607,0.06424233533136518,0.16025786040470127,-0.0037291919638998893
rayyan,3,54,18.71818181818182,12,1000,2.5,0.0,0.0,2.5,baran,344.59407209076346,0.053,69.32194963097083,1017615.4476933585,0.0,73.0986260668996,85569.95003155847,0.0,483773.439535753,95068302221.42319,3.043347723186041e-20,-0.009203580866176259,0.01915491225027795,0.03314157189340756,-0.0030428677908274243
rayyan,3,54,18.71818181818182,12,1000,2.5,0.0,0.0,2.5,Unified,0.0047007538663579925,0.068,69.54043736891884,1017591.6645259251,0.0,80.65329827123085,99165.08291629243,0.0,602517.1861876023,368907013036.3216,7.503953276459395e-42,0.0,0.06529754955108547,0.15995067297172916,0.0
rayyan,4,55,23.118181818181817,12,1000,5.0,0.0,0.0,5.0,mode,843.2296276775155,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1266.0,0.0,1.0,-0.11921709995080522,,,-0.061188356494397605
rayyan,4,55,23.118181818181817,12,1000,5.0,0.0,0.0,5.0,bigdansing,188.30165414728768,0.085,61.14066487317672,622965.4338985686,0.0,87.64712667641588,183688.32262302784,0.0,676842.3723680711,682248248557.1748,1.6797364691861582e-41,0.0007685621663102715,0.029670474783773434,0.07431181336407072,0.14728518021605935
rayyan,4,55,23.118181818181817,12,1000,5.0,0.0,0.0,5.0,boostclean,6.755121393528557,0.102,33.00397498438465,167604.68121586464,0.0,77.43915339139791,38208.998530793746,0.0,712299.8075991455,660428270666.4885,8.794549162102552e-42,-0.001331990366650641,0.0879920655793308,0.22293920508832046,-0.046912933761959014
rayyan,4,55,23.118181818181817,12,1000,5.0,0.0,0.0,5.0,holoclean,0.0,0.085,61.62895032182548,623029.2974069171,0.0,94.44564605961054,183715.5593746535,0.0,712299.8075991455,660428270666.4885,8.794549162102552e-42,0.0,0.030541504964916245,0.07299376547153719,0.7745662771505741
rayyan,4,55,23.118181818181817,12,1000,5.0,0.0,0.0,5.0,horizon,0.0047007538663579925,0.085,61.62895032182548,623029.2974069171,0.0,94.44564605961054,183715.5593746535,0.0,712299.8075991455,660428270666.4885,8.794549162102552e-42,0.0,0.030541504964916245,0.07299376547153719,0.13733146809214847
rayyan,4,55,23.118181818181817,12,1000,5.0,0.0,0.0,5.0,scared,1.930269918307979,0.083,61.50066090650827,623042.6371277894,0.0,90.8498589337914,179565.69629114203,0.0,712299.8075991455,660428270666.4885,8.794549162102552e-42,3.147818713512764e-05,0.03192874585148792,0.07446614881603153,-0.012610354292502315
rayyan,4,55,23.118181818181817,12,1000,5.0,0.0,0.0,5.0,baran,9122.145402901406,0.044,48.25461089141752,294653.56808101066,0.0,85.25109473840317,179541.55760212024,0.0,83714749.15310578,5.215216651884708e+17,0.0,0.004822497379219638,0.07327728568078049,0.11915962780769125,-0.006910638756613593
rayyan,4,55,23.118181818181817,12,1000,5.0,0.0,0.0,5.0,Unified,0.0047007538663579925,0.085,61.62895032182548,623029.2974069171,0.0,94.44564605961054,183715.5593746535,0.0,712299.8075991455,660428270666.4885,8.794549162102552e-42,0.0,0.030541504964916245,0.07299376547153719,0.0
rayyan,5,70,18.5,12,1000,2.5,0.0,1.25,1.25,mode,764.2144039086229,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1266.0,0.0,1.0,-0.11933219608009304,,,0.2566066531861526
rayyan,5,70,18.5,12,1000,2.5,0.0,1.25,1.25,bigdansing,296.732789689468,0.06,47.777722259366584,294781.14163448004,0.0,71.81268546049023,83781.22582824274,0.0,497237.25519167614,345180711482.3682,6.708015748722899e-42,0.0035783302454463774,0.05942165862165566,0.14879208497768853,0.1326318557344057
rayyan,5,70,18.5,12,1000,2.5,0.0,1.25,1.25,boostclean,6.609280278234304,0.074,12.129672265182126,22940.82065134277,0.0,69.19701344108685,29409.35712106626,0.0,585287.6023307889,336781628802.2362,1.9898438193412402e-42,-0.0019956497565886983,0.03745622133982425,0.0535463459907997,-0.04500856649159536
rayyan,5,70,18.5,12,1000,2.5,0.0,1.25,1.25,holoclean,120.58904262096598,0.064,70.87885521908343,1081629.17781737,0.0,74.97200476362053,81823.03712794658,0.0,591602.2125476951,322069142506.9632,2.794049008017253e-41,0.001476145868621198,0.0275750108180069,0.05909197083268409,0.6111213482063039
rayyan,5,70,18.5,12,1000,2.5,0.0,1.25,1.25,horizon,0.0,0.061,48.38935649808666,294846.56381908344,0.0,76.61988233271227,83987.23937124485,0.0,585287.6023307889,336781628802.2362,1.9898438193412402e-42,0.0,0.06820931090416611,0.14695159643009317,0.16799986396904204
rayyan,5,70,18.5,12,1000,2.5,0.0,1.25,1.25,scared,2.9363896315381814,0.063,43.62200369013648,274679.0850096937,0.0,72.42679471234385,83708.8387624119,0.0,585287.6023307889,336781628802.2362,1.9898438193412402e-42,-0.0003331656043738616,0.06755735954120495,0.15076893195750932,-0.010893794356655846
rayyan,5,70,18.5,12,1000,2.5,0.0,1.25,1.25,baran,2.7486816347268825,0.061,48.17862982633913,294861.31285898347,0.0,69.23935024604586,81431.5690652566,0.0,585287.6023307889,336781628802.2362,1.9898438193412402e-42,7.230001166189696e-05,0.0689959018550542,0.1483134508690702,-0.005334754858526492
rayyan,5,70,18.5,12,1000,2.5,0.0,1.25,1.25,Unified,0.0,0.061,48.38935649808666,294846.56381908344,0.0,76.61988233271227,83987.23937124485,0.0,585287.6023307889,336781628802.2362,1.9898438193412402e-42,0.0,0.06820931090416611,0.14695159643009317,0.0
rayyan,6,57,22.272727272727273,12,1000,5.0,0.0,2.5,2.5,mode,849.4075981608584,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2842.0,0.0,1.0,-0.12177851662639046,,,-0.02876537430630266
rayyan,6,57,22.272727272727273,12,1000,5.0,0.0,2.5,2.5,bigdansing,346.79999741465053,0.091,48.680705950741235,294632.6420775338,0.0,91.98707503548593,238843.1555972198,0.0,604063.8515082013,624138830730.0226,3.202247250675072e-41,0.004732474120311722,0.025030106903250592,0.040157826456359014,0.11017446619747927
