task_name,num,dataset_id,error_rate,m,n,anomaly,missing,cleaning_method,precision,recall,F1,EDR
beers,14,44,28.30290456431535,11,2410,0,0,boostclean,0.5861938890984534,0.07692307692307693,0.13599964993655098,0.04972279972279972
beers,14,44,28.30290456431535,11,2410,0,0,holoclean,0.23319502074688797,0.020183645183645182,0.03715171157021065,-0.760914760914761
beers,14,44,28.30290456431535,11,2410,0,0,horizon,0.5585062240663901,0.0634961884961885,0.11402854961128023,-0.01386001386001386
beers,14,44,28.30290456431535,11,2410,0,0,scared,0.5621274990569597,0.08298683298683299,0.14462298716494587,-0.005544005544005544
beers,14,44,28.30290456431535,11,2410,0,0,baran,0.7683515654470011,0.4725398475398475,0.5851869515631455,0.46803534303534305
beers,14,44,28.30290456431535,11,2410,0,0,Unified,0.5819313466616371,0.1365211365211365,0.22115847793182783,0.039934164934164934
beers,15,35,33.0954356846473,11,2410,0,0,mode,0.5413051678611844,0.012345679012345678,0.02414077351412277,0.012345679012345678
beers,15,35,33.0954356846473,11,2410,0,0,bigdansing,0.5481327800829876,0.14335607537361925,0.22727239496706325,0.027046783625730993
beers,15,35,33.0954356846473,11,2410,0,0,boostclean,0.5576763485477179,0.07415529564652372,0.13090403078613874,0.047595841455490576
beers,15,35,33.0954356846473,11,2410,0,0,holoclean,0.23115805356469257,0.026234567901234566,0.047121254817810876,-0.655458089668616
beers,15,35,33.0954356846473,11,2410,0,0,horizon,0.5314975480950584,0.07569850552306692,0.132522501884618,-0.008771929824561403
beers,15,35,33.0954356846473,11,2410,0,0,scared,0.4646548472274613,0.0804093567251462,0.13709429859396846,-0.15269655620532813
beers,15,35,33.0954356846473,11,2410,0,0,baran,0.7470011316484345,0.4579272254710851,0.5677883728411539,0.45524691358024694
beers,15,35,33.0954356846473,11,2410,0,0,Unified,0.5437193511882309,0.12475633528265107,0.2029465994032354,0.017543859649122806
